,Target ID,Algorithm,Selection Metric,Metric,Value,trial
0,262,MR,MAE,MAE,0.8927921395043376,0
1,262,MR,MAE,MSE,1.1564848972243285,0
2,262,MR,MAE,R2,-6.731615887933806e-05,0
3,262,MR,MAE,RMSE,1.075399877824211,0
7,262,MR,MAE,SERA,0.4159365892410278,0
8,262,MR,MSE,MAE,0.8927921395043376,0
9,262,MR,MSE,MSE,1.1564848972243285,0
10,262,MR,MSE,R2,-6.731615887933806e-05,0
11,262,MR,MSE,RMSE,1.075399877824211,0
15,262,MR,MSE,SERA,0.4159365892410278,0
40,262,MR,SERA,MAE,0.8927921395043376,0
41,262,MR,SERA,MSE,1.1564848972243285,0
42,262,MR,SERA,R2,-6.731615887933806e-05,0
43,262,MR,SERA,RMSE,1.075399877824211,0
47,262,MR,SERA,SERA,0.4159365892410278,0
48,262,MR,MAE,MAE,0.89051615021579,1
49,262,MR,MAE,MSE,1.16103969304781,1
50,262,MR,MAE,R2,-0.0008504206090278,1
51,262,MR,MAE,RMSE,1.077515518703935,1
55,262,MR,MAE,SERA,0.416788101196289,1
56,262,MR,MSE,MAE,0.89051615021579,1
57,262,MR,MSE,MSE,1.16103969304781,1
58,262,MR,MSE,R2,-0.0008504206090278,1
59,262,MR,MSE,RMSE,1.077515518703935,1
63,262,MR,MSE,SERA,0.416788101196289,1
88,262,MR,SERA,MAE,0.89051615021579,1
89,262,MR,SERA,MSE,1.16103969304781,1
90,262,MR,SERA,R2,-0.0008504206090278,1
91,262,MR,SERA,RMSE,1.077515518703935,1
95,262,MR,SERA,SERA,0.416788101196289,1
96,262,MR,MAE,MAE,0.9083481758536106,2
97,262,MR,MAE,MSE,1.1909543171769692,2
98,262,MR,MAE,R2,-0.0015646198743493,2
99,262,MR,MAE,RMSE,1.0913085343645808,2
103,262,MR,MAE,SERA,0.4434615075588226,2
104,262,MR,MSE,MAE,0.9083481758536106,2
105,262,MR,MSE,MSE,1.1909543171769692,2
106,262,MR,MSE,R2,-0.0015646198743493,2
107,262,MR,MSE,RMSE,1.0913085343645808,2
111,262,MR,MSE,SERA,0.4434615075588226,2
136,262,MR,SERA,MAE,0.9083481758536106,2
137,262,MR,SERA,MSE,1.1909543171769692,2
138,262,MR,SERA,R2,-0.0015646198743493,2
139,262,MR,SERA,RMSE,1.0913085343645808,2
143,262,MR,SERA,SERA,0.4434615075588226,2
144,262,MR,MAE,MAE,0.898833376472054,3
145,262,MR,MAE,MSE,1.2025613547427312,3
146,262,MR,MAE,R2,-0.0038077345161453,3
147,262,MR,MAE,RMSE,1.096613584970901,3
151,262,MR,MAE,SERA,0.4864941835403442,3
152,262,MR,MSE,MAE,0.898833376472054,3
153,262,MR,MSE,MSE,1.2025613547427312,3
154,262,MR,MSE,R2,-0.0038077345161453,3
155,262,MR,MSE,RMSE,1.096613584970901,3
159,262,MR,MSE,SERA,0.4864941835403442,3
184,262,MR,SERA,MAE,0.898833376472054,3
185,262,MR,SERA,MSE,1.2025613547427312,3
186,262,MR,SERA,R2,-0.0038077345161453,3
187,262,MR,SERA,RMSE,1.096613584970901,3
191,262,MR,SERA,SERA,0.4864941835403442,3
192,262,MR,MAE,MAE,0.900254724628289,4
193,262,MR,MAE,MSE,1.1868766699774884,4
194,262,MR,MAE,R2,-0.0021687435562258,4
195,262,MR,MAE,RMSE,1.08943869491472,4
199,262,MR,MAE,SERA,0.4605416059494018,4
200,262,MR,MSE,MAE,0.900254724628289,4
201,262,MR,MSE,MSE,1.1868766699774884,4
202,262,MR,MSE,R2,-0.0021687435562258,4
203,262,MR,MSE,RMSE,1.08943869491472,4
207,262,MR,MSE,SERA,0.4605416059494018,4
232,262,MR,SERA,MAE,0.900254724628289,4
233,262,MR,SERA,MSE,1.1868766699774884,4
234,262,MR,SERA,R2,-0.0021687435562258,4
235,262,MR,SERA,RMSE,1.08943869491472,4
239,262,MR,SERA,SERA,0.4605416059494018,4
