,Target ID,Algorithm,Selection Metric,Metric,Value,trial
120,230,GCN,SERA,MAE,0.6234402712354212,0
121,230,GCN,SERA,MSE,0.4368375823653241,0
122,230,GCN,SERA,R2,0.3938731834902035,0
123,230,GCN,SERA,RMSE,0.6609368974155734,0
127,230,GCN,SERA,SERA,0.0463702194392681,0
128,230,GCN,SERA,MAE,0.1865307148800872,1
129,230,GCN,SERA,MSE,0.0638290864957671,1
130,230,GCN,SERA,R2,0.9151059731227168,1
131,230,GCN,SERA,RMSE,0.2526441895151502,1
135,230,GCN,SERA,SERA,0.0067440383136272,1
136,230,GCN,SERA,MAE,0.7503940229979353,2
137,230,GCN,SERA,MSE,0.6427363756650425,2
138,230,GCN,SERA,R2,0.1463302290887733,2
139,230,GCN,SERA,RMSE,0.8017084106238642,2
143,230,GCN,SERA,SERA,0.0597333833575248,2
144,230,GCN,SERA,MAE,0.3455658807205186,3
145,230,GCN,SERA,MSE,0.2007137717179304,3
146,230,GCN,SERA,R2,0.7293520552650707,3
147,230,GCN,SERA,RMSE,0.4480109058024485,3
151,230,GCN,SERA,SERA,0.0221533216536045,3
152,230,GCN,SERA,MAE,1.0386169211150316,4
153,230,GCN,SERA,MSE,1.203695114913028,4
154,230,GCN,SERA,R2,-0.5652940792749652,4
155,230,GCN,SERA,RMSE,1.0971304001407618,4
159,230,GCN,SERA,SERA,0.1147516593337059,4
160,230,GCN,MSE,MAE,0.9615135574635674,0
161,230,GCN,MSE,MSE,0.9730886340027324,0
162,230,GCN,MSE,R2,-0.3501931603876622,0
163,230,GCN,MSE,RMSE,0.9864525503047434,0
167,230,GCN,MSE,SERA,0.0967853218317031,0
168,230,GCN,MSE,MAE,0.2470601373229646,1
169,230,GCN,MSE,MSE,0.0949079075986485,1
170,230,GCN,MSE,R2,0.8737704877057783,1
171,230,GCN,MSE,RMSE,0.3080712703233597,1
175,230,GCN,MSE,SERA,0.0090096974745392,1
176,230,GCN,MSE,MAE,0.6943479562985359,2
177,230,GCN,MSE,MSE,0.550395726040722,2
178,230,GCN,MSE,R2,0.2689752577430538,2
179,230,GCN,MSE,RMSE,0.741886599178555,2
183,230,GCN,MSE,SERA,0.0510796494781971,2
184,230,GCN,MSE,MAE,0.5073858212605993,3
185,230,GCN,MSE,MSE,0.2864325548763032,3
186,230,GCN,MSE,R2,0.6137665013271187,3
187,230,GCN,MSE,RMSE,0.5351939413673358,3
191,230,GCN,MSE,SERA,0.0272427778691053,3
192,230,GCN,MSE,MAE,0.1779867227186805,4
193,230,GCN,MSE,MSE,0.0489272145731226,4
194,230,GCN,MSE,R2,0.9363746862989816,4
195,230,GCN,MSE,RMSE,0.2211949695927162,4
199,230,GCN,MSE,SERA,0.0058433292433619,4
200,230,GCN,MAE,MAE,0.8950216522061557,0
201,230,GCN,MAE,MSE,0.9216751864923144,0
202,230,GCN,MAE,R2,-0.2788552752713082,0
203,230,GCN,MAE,RMSE,0.9600391588327604,0
207,230,GCN,MAE,SERA,0.0864611119031906,0
208,230,GCN,MAE,MAE,1.0093552360068656,1
209,230,GCN,MAE,MSE,1.1013685277131984,1
210,230,GCN,MAE,R2,-0.4648432952221331,1
211,230,GCN,MAE,RMSE,1.0494610653631693,1
215,230,GCN,MAE,SERA,0.1178802475333213,1
216,230,GCN,MAE,MAE,0.2292350180604315,2
217,230,GCN,MAE,MSE,0.1184668634730371,2
218,230,GCN,MAE,R2,0.8426546496657237,2
219,230,GCN,MAE,RMSE,0.3441901559792742,2
223,230,GCN,MAE,SERA,0.0139245251193642,2
224,230,GCN,MAE,MAE,0.241955114315737,3
225,230,GCN,MAE,MSE,0.136011033169527,3
226,230,GCN,MAE,R2,0.8165989992936877,3
227,230,GCN,MAE,RMSE,0.3687967369290664,3
231,230,GCN,MAE,SERA,0.0242398865520954,3
232,230,GCN,MAE,MAE,0.4016971407927646,4
233,230,GCN,MAE,MSE,0.2344727841431936,4
234,230,GCN,MAE,R2,0.6950898477335961,4
235,230,GCN,MAE,RMSE,0.4842238987732778,4
239,230,GCN,MAE,SERA,0.0239503737539052,4
