,Target ID,Algorithm,Selection Metric,Metric,Value,trial
0,230,kNN,MAE,MAE,0.306181772123264,0
1,230,kNN,MAE,MSE,0.1887882291320418,0
2,230,kNN,MAE,R2,0.7380499917183639,0
3,230,kNN,MAE,RMSE,0.4344976744840435,0
7,230,kNN,MAE,SERA,0.0293638538569211,0
8,230,kNN,MSE,MAE,0.3663563372607938,0
9,230,kNN,MSE,MSE,0.2490162044972278,0
10,230,kNN,MSE,R2,0.6544816531718853,0
11,230,kNN,MSE,RMSE,0.4990152347345998,0
15,230,kNN,MSE,SERA,0.0374351553618907,0
40,230,kNN,SERA,MAE,0.0022639208382834,0
41,230,kNN,SERA,MSE,0.0012356422540631,0
42,230,kNN,SERA,R2,0.9982855048740428,0
43,230,kNN,SERA,RMSE,0.0351517034304619,0
47,230,kNN,SERA,SERA,0.0001057042100001,0
48,230,kNN,MAE,MAE,0.2858799124416945,1
49,230,kNN,MAE,MSE,0.1674079986140305,1
50,230,kNN,MAE,R2,0.7773438425324454,1
51,230,kNN,MAE,RMSE,0.409155225573413,1
55,230,kNN,MAE,SERA,0.0299193244427442,1
56,230,kNN,MSE,MAE,0.2858799124416945,1
57,230,kNN,MSE,MSE,0.1674079986140305,1
58,230,kNN,MSE,R2,0.7773438425324454,1
59,230,kNN,MSE,RMSE,0.409155225573413,1
63,230,kNN,MSE,SERA,0.0299193244427442,1
88,230,kNN,SERA,MAE,0.2858799124416945,1
89,230,kNN,SERA,MSE,0.1674079986140305,1
90,230,kNN,SERA,R2,0.7773438425324454,1
91,230,kNN,SERA,RMSE,0.409155225573413,1
95,230,kNN,SERA,SERA,0.0299193244427442,1
96,230,kNN,MAE,MAE,0.2898613510626665,2
97,230,kNN,MAE,MSE,0.1676993761830482,2
98,230,kNN,MAE,R2,0.7772649977994319,2
99,230,kNN,MAE,RMSE,0.4095111429290395,2
103,230,kNN,MAE,SERA,0.0241412948817014,2
104,230,kNN,MSE,MAE,0.2898613510626665,2
105,230,kNN,MSE,MSE,0.1676993761830482,2
106,230,kNN,MSE,R2,0.7772649977994319,2
107,230,kNN,MSE,RMSE,0.4095111429290395,2
111,230,kNN,MSE,SERA,0.0241412948817014,2
136,230,kNN,SERA,MAE,0.2898613510626665,2
137,230,kNN,SERA,MSE,0.1676993761830482,2
138,230,kNN,SERA,R2,0.7772649977994319,2
139,230,kNN,SERA,RMSE,0.4095111429290395,2
143,230,kNN,SERA,SERA,0.0241412948817014,2
144,230,kNN,MAE,MAE,0.3013621152465633,3
145,230,kNN,MAE,MSE,0.1905427252755173,3
146,230,kNN,MAE,R2,0.7430669727412427,3
147,230,kNN,MAE,RMSE,0.4365119990052018,3
151,230,kNN,MAE,SERA,0.0320633724331855,3
152,230,kNN,MSE,MAE,0.3013621152465633,3
153,230,kNN,MSE,MSE,0.1905427252755173,3
154,230,kNN,MSE,R2,0.7430669727412427,3
155,230,kNN,MSE,RMSE,0.4365119990052018,3
159,230,kNN,MSE,SERA,0.0320633724331855,3
184,230,kNN,SERA,MAE,0.0020884027136361,3
185,230,kNN,SERA,MSE,0.0008472488470538,3
186,230,kNN,SERA,R2,0.9988575464594608,3
187,230,kNN,SERA,RMSE,0.0291075393507215,3
191,230,kNN,SERA,SERA,7.235911471070722e-05,3
192,230,kNN,MAE,MAE,0.2930742327415736,4
193,230,kNN,MAE,MSE,0.1728696412433559,4
194,230,kNN,MAE,R2,0.775199032901148,4
195,230,kNN,MAE,RMSE,0.4157759507756021,4
199,230,kNN,MAE,SERA,0.0288137681782245,4
200,230,kNN,MSE,MAE,0.2930742327415736,4
201,230,kNN,MSE,MSE,0.1728696412433559,4
202,230,kNN,MSE,R2,0.775199032901148,4
203,230,kNN,MSE,RMSE,0.4157759507756021,4
207,230,kNN,MSE,SERA,0.0288137681782245,4
232,230,kNN,SERA,MAE,0.3495299838280185,4
233,230,kNN,SERA,MSE,0.2364516992489259,4
234,230,kNN,SERA,R2,0.6925164518129734,4
235,230,kNN,SERA,RMSE,0.4862629939126829,4
239,230,kNN,SERA,SERA,0.0436472482979297,4
