,Target ID,Algorithm,Selection Metric,Metric,Value,trial
0,4822,MR,MAE,MAE,0.9941136974907048,0
1,4822,MR,MAE,MSE,1.3826762758495896,0
2,4822,MR,MAE,R2,-8.488814305973591e-05,0
3,4822,MR,MAE,RMSE,1.1758725593573436,0
7,4822,MR,MAE,SERA,0.5461438894271851,0
8,4822,MR,MSE,MAE,0.9941136974907048,0
9,4822,MR,MSE,MSE,1.3826762758495896,0
10,4822,MR,MSE,R2,-8.488814305973591e-05,0
11,4822,MR,MSE,RMSE,1.1758725593573436,0
15,4822,MR,MSE,SERA,0.5461438894271851,0
40,4822,MR,SERA,MAE,0.9941136974907048,0
41,4822,MR,SERA,MSE,1.3826762758495896,0
42,4822,MR,SERA,R2,-8.488814305973591e-05,0
43,4822,MR,SERA,RMSE,1.1758725593573436,0
47,4822,MR,SERA,SERA,0.5461438894271851,0
48,4822,MR,MAE,MAE,0.9981542128379456,1
49,4822,MR,MAE,MSE,1.3848616814709886,1
50,4822,MR,MAE,R2,-0.0004137743667689,1
51,4822,MR,MAE,RMSE,1.1768014622148413,1
55,4822,MR,MAE,SERA,0.5324679613113403,1
56,4822,MR,MSE,MAE,0.9981542128379456,1
57,4822,MR,MSE,MSE,1.3848616814709886,1
58,4822,MR,MSE,R2,-0.0004137743667689,1
59,4822,MR,MSE,RMSE,1.1768014622148413,1
63,4822,MR,MSE,SERA,0.5324679613113403,1
88,4822,MR,SERA,MAE,0.9981542128379456,1
89,4822,MR,SERA,MSE,1.3848616814709886,1
90,4822,MR,SERA,R2,-0.0004137743667689,1
91,4822,MR,SERA,RMSE,1.1768014622148413,1
95,4822,MR,SERA,SERA,0.5324679613113403,1
96,4822,MR,MAE,MAE,1.0008399794521556,2
97,4822,MR,MAE,MSE,1.4035849190804737,2
98,4822,MR,MAE,R2,-0.0002433835899853,2
99,4822,MR,MAE,RMSE,1.1847298928787413,2
103,4822,MR,MAE,SERA,0.5661759972572327,2
104,4822,MR,MSE,MAE,1.0008399794521556,2
105,4822,MR,MSE,MSE,1.4035849190804737,2
106,4822,MR,MSE,R2,-0.0002433835899853,2
107,4822,MR,MSE,RMSE,1.1847298928787413,2
111,4822,MR,MSE,SERA,0.5661759972572327,2
136,4822,MR,SERA,MAE,1.0008399794521556,2
137,4822,MR,SERA,MSE,1.4035849190804737,2
138,4822,MR,SERA,R2,-0.0002433835899853,2
139,4822,MR,SERA,RMSE,1.1847298928787413,2
143,4822,MR,SERA,SERA,0.5661759972572327,2
144,4822,MR,MAE,MAE,0.995051126581088,3
145,4822,MR,MAE,MSE,1.376964816144492,3
146,4822,MR,MAE,R2,-0.0001156204529886,3
147,4822,MR,MAE,RMSE,1.173441441293298,3
151,4822,MR,MAE,SERA,0.550239622592926,3
152,4822,MR,MSE,MAE,0.995051126581088,3
153,4822,MR,MSE,MSE,1.376964816144492,3
154,4822,MR,MSE,R2,-0.0001156204529886,3
155,4822,MR,MSE,RMSE,1.173441441293298,3
159,4822,MR,MSE,SERA,0.550239622592926,3
184,4822,MR,SERA,MAE,0.995051126581088,3
185,4822,MR,SERA,MSE,1.376964816144492,3
186,4822,MR,SERA,R2,-0.0001156204529886,3
187,4822,MR,SERA,RMSE,1.173441441293298,3
191,4822,MR,SERA,SERA,0.550239622592926,3
192,4822,MR,MAE,MAE,1.0149193746297094,4
193,4822,MR,MAE,MSE,1.4191727294698475,4
194,4822,MR,MAE,R2,-5.886821122502717e-05,4
195,4822,MR,MAE,RMSE,1.1912903632069924,4
199,4822,MR,MAE,SERA,0.569298267364502,4
200,4822,MR,MSE,MAE,1.0149193746297094,4
201,4822,MR,MSE,MSE,1.4191727294698475,4
202,4822,MR,MSE,R2,-5.886821122502717e-05,4
203,4822,MR,MSE,RMSE,1.1912903632069924,4
207,4822,MR,MSE,SERA,0.569298267364502,4
232,4822,MR,SERA,MAE,1.0149193746297094,4
233,4822,MR,SERA,MSE,1.4191727294698475,4
234,4822,MR,SERA,R2,-5.886821122502717e-05,4
235,4822,MR,SERA,RMSE,1.1912903632069924,4
239,4822,MR,SERA,SERA,0.569298267364502,4
