,Target ID,Algorithm,Selection Metric,Metric,Value,trial
0,230,SVR,MAE,MAE,0.0951544682420574,0
1,230,SVR,MAE,MSE,0.01265761515632,0
2,230,SVR,MAE,R2,0.9824371338707524,0
3,230,SVR,MAE,RMSE,0.1125060671978182,0
7,230,SVR,MAE,SERA,0.0011420253431424,0
8,230,SVR,MSE,MAE,0.0951544682420574,0
9,230,SVR,MSE,MSE,0.01265761515632,0
10,230,SVR,MSE,R2,0.9824371338707524,0
11,230,SVR,MSE,RMSE,0.1125060671978182,0
15,230,SVR,MSE,SERA,0.0011420253431424,0
40,230,SVR,SERA,MAE,0.0951544682420574,0
41,230,SVR,SERA,MSE,0.01265761515632,0
42,230,SVR,SERA,R2,0.9824371338707524,0
43,230,SVR,SERA,RMSE,0.1125060671978182,0
47,230,SVR,SERA,SERA,0.0011420253431424,0
48,230,SVR,MAE,MAE,0.0941723928175584,1
49,230,SVR,MAE,MSE,0.01066102488317,1
50,230,SVR,MAE,R2,0.9858206127855011,1
51,230,SVR,MAE,RMSE,0.1032522391194014,1
55,230,SVR,MAE,SERA,0.0010186532745137,1
56,230,SVR,MSE,MAE,0.0941723928175584,1
57,230,SVR,MSE,MSE,0.01066102488317,1
58,230,SVR,MSE,R2,0.9858206127855011,1
59,230,SVR,MSE,RMSE,0.1032522391194014,1
63,230,SVR,MSE,SERA,0.0010186532745137,1
88,230,SVR,SERA,MAE,0.0941723928175584,1
89,230,SVR,SERA,MSE,0.01066102488317,1
90,230,SVR,SERA,R2,0.9858206127855011,1
91,230,SVR,SERA,RMSE,0.1032522391194014,1
95,230,SVR,SERA,SERA,0.0010186532745137,1
96,230,SVR,MAE,MAE,0.0924744291955721,2
97,230,SVR,MAE,MSE,0.0095681657106608,2
98,230,SVR,MAE,R2,0.9872917511136522,2
99,230,SVR,MAE,RMSE,0.0978170011330384,2
103,230,SVR,MAE,SERA,0.0009329601889476,2
104,230,SVR,MSE,MAE,0.0924744291955721,2
105,230,SVR,MSE,MSE,0.0095681657106608,2
106,230,SVR,MSE,R2,0.9872917511136522,2
107,230,SVR,MSE,RMSE,0.0978170011330384,2
111,230,SVR,MSE,SERA,0.0009329601889476,2
136,230,SVR,SERA,MAE,0.0957909212072678,2
137,230,SVR,SERA,MSE,0.0123454712425093,2
138,230,SVR,SERA,R2,0.9836029887113836,2
139,230,SVR,SERA,RMSE,0.1111101761429138,2
143,230,SVR,SERA,SERA,0.0011439463123679,2
144,230,SVR,MAE,MAE,0.0910676345647907,3
145,230,SVR,MAE,MSE,0.0091311171083756,3
146,230,SVR,MAE,R2,0.987687351708039,3
147,230,SVR,MAE,RMSE,0.0955568789170914,3
151,230,SVR,MAE,SERA,0.0008857111097313,3
152,230,SVR,MSE,MAE,0.0910676345647907,3
153,230,SVR,MSE,MSE,0.0091311171083756,3
154,230,SVR,MSE,R2,0.987687351708039,3
155,230,SVR,MSE,RMSE,0.0955568789170914,3
159,230,SVR,MSE,SERA,0.0008857111097313,3
184,230,SVR,SERA,MAE,0.0910676345647907,3
185,230,SVR,SERA,MSE,0.0091311171083756,3
186,230,SVR,SERA,R2,0.987687351708039,3
187,230,SVR,SERA,RMSE,0.0955568789170914,3
191,230,SVR,SERA,SERA,0.0008857111097313,3
192,230,SVR,MAE,MAE,0.092407086201668,4
193,230,SVR,MAE,MSE,0.009295073653573,4
194,230,SVR,MAE,R2,0.9879126170937282,4
195,230,SVR,MAE,RMSE,0.0964109623101699,4
199,230,SVR,MAE,SERA,0.0009174934821203,4
200,230,SVR,MSE,MAE,0.0934996686039585,4
201,230,SVR,MSE,MSE,0.0097703595784705,4
202,230,SVR,MSE,R2,0.9872945517423052,4
203,230,SVR,MSE,RMSE,0.0988451292602247,4
207,230,SVR,MSE,SERA,0.0009573648567311,4
232,230,SVR,SERA,MAE,0.092407086201668,4
233,230,SVR,SERA,MSE,0.009295073653573,4
234,230,SVR,SERA,R2,0.9879126170937282,4
235,230,SVR,SERA,RMSE,0.0964109623101699,4
239,230,SVR,SERA,SERA,0.0009174934821203,4
