,Target ID,Algorithm,Selection Metric,Metric,Value,trial
0,262,SVR,MAE,MAE,0.0967360079442991,0
1,262,SVR,MAE,MSE,0.0121920382285805,0
2,262,SVR,MAE,R2,0.9894569665552684,0
3,262,SVR,MAE,RMSE,0.1104175630440218,0
7,262,SVR,MAE,SERA,0.0019259969703853,0
8,262,SVR,MSE,MAE,0.0967360079442991,0
9,262,SVR,MSE,MSE,0.0121920382285805,0
10,262,SVR,MSE,R2,0.9894569665552684,0
11,262,SVR,MSE,RMSE,0.1104175630440218,0
15,262,SVR,MSE,SERA,0.0019259969703853,0
40,262,SVR,SERA,MAE,0.0967360079442991,0
41,262,SVR,SERA,MSE,0.0121920382285805,0
42,262,SVR,SERA,R2,0.9894569665552684,0
43,262,SVR,SERA,RMSE,0.1104175630440218,0
47,262,SVR,SERA,SERA,0.0019259969703853,0
48,262,SVR,MAE,MAE,0.0977029191472765,1
49,262,SVR,MAE,MSE,0.0124160633428494,1
50,262,SVR,MAE,R2,0.9892969876108384,1
51,262,SVR,MAE,RMSE,0.1114273904515827,1
55,262,SVR,MAE,SERA,0.0023880545049905,1
56,262,SVR,MSE,MAE,0.0977029191472765,1
57,262,SVR,MSE,MSE,0.0124160633428494,1
58,262,SVR,MSE,R2,0.9892969876108384,1
59,262,SVR,MSE,RMSE,0.1114273904515827,1
63,262,SVR,MSE,SERA,0.0023880545049905,1
88,262,SVR,SERA,MAE,0.0977029191472765,1
89,262,SVR,SERA,MSE,0.0124160633428494,1
90,262,SVR,SERA,R2,0.9892969876108384,1
91,262,SVR,SERA,RMSE,0.1114273904515827,1
95,262,SVR,SERA,SERA,0.0023880545049905,1
96,262,SVR,MAE,MAE,0.0977824552280229,2
97,262,SVR,MAE,MSE,0.0126423331167949,2
98,262,SVR,MAE,R2,0.9893680946617148,2
99,262,SVR,MAE,RMSE,0.1124381301729751,2
103,262,SVR,MAE,SERA,0.0024072888772934,2
104,262,SVR,MSE,MAE,0.0977824552280229,2
105,262,SVR,MSE,MSE,0.0126423331167949,2
106,262,SVR,MSE,R2,0.9893680946617148,2
107,262,SVR,MSE,RMSE,0.1124381301729751,2
111,262,SVR,MSE,SERA,0.0024072888772934,2
136,262,SVR,SERA,MAE,0.092959434120027,2
137,262,SVR,SERA,MSE,0.0091216895565327,2
138,262,SVR,SERA,R2,0.9923288732392722,2
139,262,SVR,SERA,RMSE,0.0955075366478098,2
143,262,SVR,SERA,SERA,0.0016144078690558,2
144,262,SVR,MAE,MAE,0.0979413316769212,3
145,262,SVR,MAE,MSE,0.0122125090570822,3
146,262,SVR,MAE,R2,0.9898059163459728,3
147,262,SVR,MAE,RMSE,0.1105102215049912,3
151,262,SVR,MAE,SERA,0.0019275903468951,3
152,262,SVR,MSE,MAE,0.0979413316769212,3
153,262,SVR,MSE,MSE,0.0122125090570822,3
154,262,SVR,MSE,R2,0.9898059163459728,3
155,262,SVR,MSE,RMSE,0.1105102215049912,3
159,262,SVR,MSE,SERA,0.0019275903468951,3
184,262,SVR,SERA,MAE,0.0979413316769212,3
185,262,SVR,SERA,MSE,0.0122125090570822,3
186,262,SVR,SERA,R2,0.9898059163459728,3
187,262,SVR,SERA,RMSE,0.1105102215049912,3
191,262,SVR,SERA,SERA,0.0019275903468951,3
192,262,SVR,MAE,MAE,0.0925981251042619,4
193,262,SVR,MAE,MSE,0.0090350079049803,4
194,262,SVR,MAE,R2,0.9923710670626574,4
195,262,SVR,MAE,RMSE,0.0950526585897541,4
199,262,SVR,MAE,SERA,0.0016173018375411,4
200,262,SVR,MSE,MAE,0.0925981251042619,4
201,262,SVR,MSE,MSE,0.0090350079049803,4
202,262,SVR,MSE,R2,0.9923710670626574,4
203,262,SVR,MSE,RMSE,0.0950526585897541,4
207,262,SVR,MSE,SERA,0.0016173018375411,4
232,262,SVR,SERA,MAE,0.0925981251042619,4
233,262,SVR,SERA,MSE,0.0090350079049803,4
234,262,SVR,SERA,R2,0.9923710670626574,4
235,262,SVR,SERA,RMSE,0.0950526585897541,4
239,262,SVR,SERA,SERA,0.0016173018375411,4
