,Target ID,Algorithm,Selection Metric,Metric,Value,trial
0,284,SVR,MAE,MAE,0.2702398704522068,0
1,284,SVR,MAE,MSE,0.1993696261741662,0
2,284,SVR,MAE,R2,0.7925820302427522,0
3,284,SVR,MAE,RMSE,0.446508259917066,0
7,284,SVR,MAE,SERA,0.0582686215639114,0
8,284,SVR,MSE,MAE,0.2702398704522068,0
9,284,SVR,MSE,MSE,0.1993696261741662,0
10,284,SVR,MSE,R2,0.7925820302427522,0
11,284,SVR,MSE,RMSE,0.446508259917066,0
15,284,SVR,MSE,SERA,0.0582686215639114,0
40,284,SVR,SERA,MAE,0.2702398704522068,0
41,284,SVR,SERA,MSE,0.1993696261741662,0
42,284,SVR,SERA,R2,0.7925820302427522,0
43,284,SVR,SERA,RMSE,0.446508259917066,0
47,284,SVR,SERA,SERA,0.0582686215639114,0
48,284,SVR,MAE,MAE,0.2584574046526942,1
49,284,SVR,MAE,MSE,0.1745761672366866,1
50,284,SVR,MAE,R2,0.8170460384298212,1
51,284,SVR,MAE,RMSE,0.4178231291308401,1
55,284,SVR,MAE,SERA,0.0499020926654338,1
56,284,SVR,MSE,MAE,0.2584574046526942,1
57,284,SVR,MSE,MSE,0.1745761672366866,1
58,284,SVR,MSE,R2,0.8170460384298212,1
59,284,SVR,MSE,RMSE,0.4178231291308401,1
63,284,SVR,MSE,SERA,0.0499020926654338,1
88,284,SVR,SERA,MAE,0.0956516803122116,1
89,284,SVR,SERA,MSE,0.011968253904162,1
90,284,SVR,SERA,R2,0.9874573975388315,1
91,284,SVR,SERA,RMSE,0.1093995151002145,1
95,284,SVR,SERA,SERA,0.002331426134333,1
96,284,SVR,MAE,MAE,0.2591648289758728,2
97,284,SVR,MAE,MSE,0.1759700753926794,2
98,284,SVR,MAE,R2,0.8133900893748901,2
99,284,SVR,MAE,RMSE,0.4194878727599636,2
103,284,SVR,MAE,SERA,0.0551290325820446,2
104,284,SVR,MSE,MAE,0.2591648289758728,2
105,284,SVR,MSE,MSE,0.1759700753926794,2
106,284,SVR,MSE,R2,0.8133900893748901,2
107,284,SVR,MSE,RMSE,0.4194878727599636,2
111,284,SVR,MSE,SERA,0.0551290325820446,2
136,284,SVR,SERA,MAE,0.2591648289758728,2
137,284,SVR,SERA,MSE,0.1759700753926794,2
138,284,SVR,SERA,R2,0.8133900893748901,2
139,284,SVR,SERA,RMSE,0.4194878727599636,2
143,284,SVR,SERA,SERA,0.0551290325820446,2
144,284,SVR,MAE,MAE,0.2651955616252877,3
145,284,SVR,MAE,MSE,0.1816274443822066,3
146,284,SVR,MAE,R2,0.806615978747183,3
147,284,SVR,MAE,RMSE,0.4261777145536902,3
151,284,SVR,MAE,SERA,0.0535267628729343,3
152,284,SVR,MSE,MAE,0.2651955616252877,3
153,284,SVR,MSE,MSE,0.1816274443822066,3
154,284,SVR,MSE,R2,0.806615978747183,3
155,284,SVR,MSE,RMSE,0.4261777145536902,3
159,284,SVR,MSE,SERA,0.0535267628729343,3
184,284,SVR,SERA,MAE,0.2651955616252877,3
185,284,SVR,SERA,MSE,0.1816274443822066,3
186,284,SVR,SERA,R2,0.806615978747183,3
187,284,SVR,SERA,RMSE,0.4261777145536902,3
191,284,SVR,SERA,SERA,0.0535267628729343,3
192,284,SVR,MAE,MAE,0.2660380797803487,4
193,284,SVR,MAE,MSE,0.1891413871422324,4
194,284,SVR,MAE,R2,0.8039602555401392,4
195,284,SVR,MAE,RMSE,0.4349038826479161,4
199,284,SVR,MAE,SERA,0.0573285184800624,4
200,284,SVR,MSE,MAE,0.2660380797803487,4
201,284,SVR,MSE,MSE,0.1891413871422324,4
202,284,SVR,MSE,R2,0.8039602555401392,4
203,284,SVR,MSE,RMSE,0.4349038826479161,4
207,284,SVR,MSE,SERA,0.0573285184800624,4
232,284,SVR,SERA,MAE,0.2660380797803487,4
233,284,SVR,SERA,MSE,0.1891413871422324,4
234,284,SVR,SERA,R2,0.8039602555401392,4
235,284,SVR,SERA,RMSE,0.4349038826479161,4
239,284,SVR,SERA,SERA,0.0573285184800624,4
