,Target ID,Algorithm,Selection Metric,Metric,Value,trial
0,4822,SVR,MAE,MAE,0.0932655831885883,0
1,4822,SVR,MAE,MSE,0.0097674217695253,0
2,4822,SVR,MAE,R2,0.9929352581812256,0
3,4822,SVR,MAE,RMSE,0.0988302674767468,0
7,4822,SVR,MAE,SERA,0.0017844529356807,0
8,4822,SVR,MSE,MAE,0.0926630571252276,0
9,4822,SVR,MSE,MSE,0.0092901186620728,0
10,4822,SVR,MSE,R2,0.9932804898404104,0
11,4822,SVR,MSE,RMSE,0.0963852616434318,0
15,4822,SVR,MSE,SERA,0.0017243442125618,0
40,4822,SVR,SERA,MAE,0.092663057125229,0
41,4822,SVR,SERA,MSE,0.009290118662073,0
42,4822,SVR,SERA,R2,0.9932804898404104,0
43,4822,SVR,SERA,RMSE,0.0963852616434329,0
47,4822,SVR,SERA,SERA,0.0017243442125618,0
48,4822,SVR,MAE,MAE,0.0924274042982048,1
49,4822,SVR,MAE,MSE,0.0101281074942804,1
50,4822,SVR,MAE,R2,0.9926835305062502,1
51,4822,SVR,MAE,RMSE,0.1006384990661149,1
55,4822,SVR,MAE,SERA,0.0017653390532359,1
56,4822,SVR,MSE,MAE,0.0924274042982048,1
57,4822,SVR,MSE,MSE,0.0101281074942804,1
58,4822,SVR,MSE,R2,0.9926835305062502,1
59,4822,SVR,MSE,RMSE,0.1006384990661149,1
63,4822,SVR,MSE,SERA,0.0017653390532359,1
88,4822,SVR,SERA,MAE,0.0907575423956519,1
89,4822,SVR,SERA,MSE,0.0089237189205176,1
90,4822,SVR,SERA,R2,0.9935535718504532,1
91,4822,SVR,SERA,RMSE,0.0944654377035201,1
95,4822,SVR,SERA,SERA,0.0016558554489165,1
96,4822,SVR,MAE,MAE,0.092901603967467,2
97,4822,SVR,MAE,MSE,0.0090915114954284,2
98,4822,SVR,MAE,R2,0.9935210730063329,2
99,4822,SVR,MAE,RMSE,0.0953494179081783,2
103,4822,SVR,MAE,SERA,0.0017516807420179,2
104,4822,SVR,MSE,MAE,0.0929016039674681,2
105,4822,SVR,MSE,MSE,0.0090915114954284,2
106,4822,SVR,MSE,R2,0.9935210730063329,2
107,4822,SVR,MSE,RMSE,0.0953494179081781,2
111,4822,SVR,MSE,SERA,0.0017516807420179,2
136,4822,SVR,SERA,MAE,0.092901603967467,2
137,4822,SVR,SERA,MSE,0.0090915114954284,2
138,4822,SVR,SERA,R2,0.9935210730063329,2
139,4822,SVR,SERA,RMSE,0.0953494179081783,2
143,4822,SVR,SERA,SERA,0.0017516807420179,2
144,4822,SVR,MAE,MAE,0.093189654684365,3
145,4822,SVR,MAE,MSE,0.0105195127821469,3
146,4822,SVR,MAE,R2,0.9923594786666822,3
147,4822,SVR,MAE,RMSE,0.102564676093414,3
151,4822,SVR,MAE,SERA,0.0018058363348245,3
152,4822,SVR,MSE,MAE,0.093189654684365,3
153,4822,SVR,MSE,MSE,0.0105195127821469,3
154,4822,SVR,MSE,R2,0.9923594786666822,3
155,4822,SVR,MSE,RMSE,0.102564676093414,3
159,4822,SVR,MSE,SERA,0.0018058363348245,3
184,4822,SVR,SERA,MAE,0.0915711080681861,3
185,4822,SVR,SERA,MSE,0.0091774119150141,3
186,4822,SVR,SERA,R2,0.9933342719407772,3
187,4822,SVR,SERA,RMSE,0.0957988095699217,3
191,4822,SVR,SERA,SERA,0.0016688997857272,3
192,4822,SVR,MAE,MAE,0.0931062178449633,4
193,4822,SVR,MAE,MSE,0.0095637494387938,4
194,4822,SVR,MAE,R2,0.9932606424566875,4
195,4822,SVR,MAE,RMSE,0.0977944243747765,4
199,4822,SVR,MAE,SERA,0.0017683339538052,4
200,4822,SVR,MSE,MAE,0.095548677425185,4
201,4822,SVR,MSE,MSE,0.0117225974729977,4
202,4822,SVR,MSE,R2,0.9917393511600796,4
203,4822,SVR,MSE,RMSE,0.1082709447312515,4
207,4822,SVR,MSE,SERA,0.00198245793581,4
232,4822,SVR,SERA,MAE,0.0931062178449569,4
233,4822,SVR,SERA,MSE,0.0095637494387923,4
234,4822,SVR,SERA,R2,0.9932606424566888,4
235,4822,SVR,SERA,RMSE,0.0977944243747685,4
239,4822,SVR,SERA,SERA,0.0017683339538052,4
