,Target ID,Algorithm,Selection Metric,Metric,Value,trial
0,284,MR,MAE,MAE,0.7830924428057239,0
1,284,MR,MAE,MSE,0.9618495843238484,0
2,284,MR,MAE,R2,-0.0006784474683272,0
3,284,MR,MAE,RMSE,0.9807393049755112,0
7,284,MR,MAE,SERA,0.4077481925487518,0
8,284,MR,MSE,MAE,0.7830924428057239,0
9,284,MR,MSE,MSE,0.9618495843238484,0
10,284,MR,MSE,R2,-0.0006784474683272,0
11,284,MR,MSE,RMSE,0.9807393049755112,0
15,284,MR,MSE,SERA,0.4077481925487518,0
40,284,MR,SERA,MAE,0.7830924428057239,0
41,284,MR,SERA,MSE,0.9618495843238484,0
42,284,MR,SERA,R2,-0.0006784474683272,0
43,284,MR,SERA,RMSE,0.9807393049755112,0
47,284,MR,SERA,SERA,0.4077481925487518,0
48,284,MR,MAE,MAE,0.783549423094269,1
49,284,MR,MAE,MSE,0.95496453037644,1
50,284,MR,MAE,R2,-0.0007926440182457,1
51,284,MR,MAE,RMSE,0.9772228662779232,1
55,284,MR,MAE,SERA,0.4075389206409454,1
56,284,MR,MSE,MAE,0.783549423094269,1
57,284,MR,MSE,MSE,0.95496453037644,1
58,284,MR,MSE,R2,-0.0007926440182457,1
59,284,MR,MSE,RMSE,0.9772228662779232,1
63,284,MR,MSE,SERA,0.4075389206409454,1
88,284,MR,SERA,MAE,0.783549423094269,1
89,284,MR,SERA,MSE,0.95496453037644,1
90,284,MR,SERA,R2,-0.0007926440182457,1
91,284,MR,SERA,RMSE,0.9772228662779232,1
95,284,MR,SERA,SERA,0.4075389206409454,1
96,284,MR,MAE,MAE,0.780806013233159,2
97,284,MR,MAE,MSE,0.9438689390956256,2
98,284,MR,MAE,R2,-0.0009389265385257,2
99,284,MR,MAE,RMSE,0.9715291756275906,2
103,284,MR,MAE,SERA,0.4024037718772888,2
104,284,MR,MSE,MAE,0.780806013233159,2
105,284,MR,MSE,MSE,0.9438689390956256,2
106,284,MR,MSE,R2,-0.0009389265385257,2
107,284,MR,MSE,RMSE,0.9715291756275906,2
111,284,MR,MSE,SERA,0.4024037718772888,2
136,284,MR,SERA,MAE,0.780806013233159,2
137,284,MR,SERA,MSE,0.9438689390956256,2
138,284,MR,SERA,R2,-0.0009389265385257,2
139,284,MR,SERA,RMSE,0.9715291756275906,2
143,284,MR,SERA,SERA,0.4024037718772888,2
144,284,MR,MAE,MAE,0.7729185865051511,3
145,284,MR,MAE,MSE,0.9396919875616886,3
146,284,MR,MAE,R2,-0.0005173827768394,3
147,284,MR,MAE,RMSE,0.96937711318232,3
151,284,MR,MAE,SERA,0.3962984383106231,3
152,284,MR,MSE,MAE,0.7729185865051511,3
153,284,MR,MSE,MSE,0.9396919875616886,3
154,284,MR,MSE,R2,-0.0005173827768394,3
155,284,MR,MSE,RMSE,0.96937711318232,3
159,284,MR,MSE,SERA,0.3962984383106231,3
184,284,MR,SERA,MAE,0.7729185865051511,3
185,284,MR,SERA,MSE,0.9396919875616886,3
186,284,MR,SERA,R2,-0.0005173827768394,3
187,284,MR,SERA,RMSE,0.96937711318232,3
191,284,MR,SERA,SERA,0.3962984383106231,3
192,284,MR,MAE,MAE,0.7898425809253862,4
193,284,MR,MAE,MSE,0.9657582623593692,4
194,284,MR,MAE,R2,-0.0009813601533863,4
195,284,MR,MAE,RMSE,0.9827300048128016,4
199,284,MR,MAE,SERA,0.4115025401115417,4
200,284,MR,MSE,MAE,0.7898425809253862,4
201,284,MR,MSE,MSE,0.9657582623593692,4
202,284,MR,MSE,R2,-0.0009813601533863,4
203,284,MR,MSE,RMSE,0.9827300048128016,4
207,284,MR,MSE,SERA,0.4115025401115417,4
232,284,MR,SERA,MAE,0.7898425809253862,4
233,284,MR,SERA,MSE,0.9657582623593692,4
234,284,MR,SERA,R2,-0.0009813601533863,4
235,284,MR,SERA,RMSE,0.9827300048128016,4
239,284,MR,SERA,SERA,0.4115025401115417,4
