,Target ID,Algorithm,Selection Metric,Metric,Value,trial
24,284,XGBoost,SERA,MAE,0.5302914991063306,0
25,284,XGBoost,SERA,MSE,0.550192877138451,0
26,284,XGBoost,SERA,R2,0.4275964110437613,0
27,284,XGBoost,SERA,RMSE,0.7417498750511866,0
31,284,XGBoost,SERA,SERA,0.0637424662709236,0
32,284,XGBoost,MAE,MAE,0.1325188028998134,0
33,284,XGBoost,MAE,MSE,0.0773170431424341,0
34,284,XGBoost,MAE,R2,0.9195617485773504,0
35,284,XGBoost,MAE,RMSE,0.2780594237612424,0
39,284,XGBoost,MAE,SERA,0.0295730270445346,0
40,284,XGBoost,MSE,MAE,0.3468578470229784,0
41,284,XGBoost,MSE,MSE,0.2041078119459235,0
42,284,XGBoost,MSE,R2,0.7876525688600436,0
43,284,XGBoost,MSE,RMSE,0.4517829256910043,0
47,284,XGBoost,MSE,SERA,0.0569061525166034,0
72,284,XGBoost,SERA,MAE,0.3988050200869457,1
73,284,XGBoost,SERA,MSE,0.3240489912539435,1
74,284,XGBoost,SERA,R2,0.6604001128495939,1
75,284,XGBoost,SERA,RMSE,0.5692530116336175,1
79,284,XGBoost,SERA,SERA,0.0342866890132427,1
80,284,XGBoost,MAE,MAE,0.1312958295826078,1
81,284,XGBoost,MAE,MSE,0.073221852812145,1
82,284,XGBoost,MAE,R2,0.9232642790964236,1
83,284,XGBoost,MAE,RMSE,0.2705953673146402,1
87,284,XGBoost,MAE,SERA,0.0255546607077121,1
88,284,XGBoost,MSE,MAE,0.2271101868348803,1
89,284,XGBoost,MSE,MSE,0.0874273082620216,1
90,284,XGBoost,MSE,R2,0.9083771132730382,1
91,284,XGBoost,MSE,RMSE,0.2956810921618453,1
95,284,XGBoost,MSE,SERA,0.0218951627612113,1
120,284,XGBoost,SERA,MAE,0.40498101785702,2
121,284,XGBoost,SERA,MSE,0.3224121232511803,2
122,284,XGBoost,SERA,R2,0.6580935856844122,2
123,284,XGBoost,SERA,RMSE,0.5678134581455254,2
127,284,XGBoost,SERA,SERA,0.0352478399872779,2
128,284,XGBoost,MAE,MAE,0.1086562347379795,2
129,284,XGBoost,MAE,MSE,0.0526514154674468,2
130,284,XGBoost,MAE,R2,0.9441650751541673,2
131,284,XGBoost,MAE,RMSE,0.2294589624910015,2
135,284,XGBoost,MAE,SERA,0.01578925922513,2
136,284,XGBoost,MSE,MAE,0.3008476619649666,2
137,284,XGBoost,MSE,MSE,0.1595648196484186,2
138,284,XGBoost,MSE,R2,0.830787270693288,2
139,284,XGBoost,MSE,RMSE,0.399455654170045,2
143,284,XGBoost,MSE,SERA,0.0426421761512756,2
168,284,XGBoost,SERA,MAE,0.5064056323221657,3
169,284,XGBoost,SERA,MSE,0.4916883170872609,3
170,284,XGBoost,SERA,R2,0.4764851518734482,3
171,284,XGBoost,SERA,RMSE,0.7012049037815272,3
175,284,XGBoost,SERA,SERA,0.0568734109401702,3
176,284,XGBoost,MAE,MAE,0.111501188572495,3
177,284,XGBoost,MAE,MSE,0.0539104510849065,3
178,284,XGBoost,MAE,R2,0.94259997516447,3
179,284,XGBoost,MAE,RMSE,0.2321862422386533,3
183,284,XGBoost,MAE,SERA,0.0175210088491439,3
184,284,XGBoost,MSE,MAE,0.3361717727224784,3
185,284,XGBoost,MSE,MSE,0.1935222725780098,3
186,284,XGBoost,MSE,R2,0.7939512092987111,3
187,284,XGBoost,MSE,RMSE,0.4399116645168776,3
191,284,XGBoost,MSE,SERA,0.0512343607842922,3
216,284,XGBoost,SERA,MAE,0.5232891151554083,4
217,284,XGBoost,SERA,MSE,0.5256397017436134,4
218,284,XGBoost,SERA,R2,0.4551891874923932,4
219,284,XGBoost,SERA,RMSE,0.7250101390626296,4
223,284,XGBoost,SERA,SERA,0.060083445161581,4
224,284,XGBoost,MAE,MAE,0.1316062958703214,4
225,284,XGBoost,MAE,MSE,0.0751284883716087,4
226,284,XGBoost,MAE,R2,0.9221314283216588,4
227,284,XGBoost,MAE,RMSE,0.274095764964745,4
231,284,XGBoost,MAE,SERA,0.0263272151350975,4
232,284,XGBoost,MSE,MAE,0.2936256444334504,4
233,284,XGBoost,MSE,MSE,0.1526275253013341,4
234,284,XGBoost,MSE,R2,0.8418058495303613,4
235,284,XGBoost,MSE,RMSE,0.3906757290917035,4
239,284,XGBoost,MSE,SERA,0.0433321148157119,4
