,Target ID,Algorithm,Selection Metric,Metric,Value,trial
24,260,XGBoost,SERA,MAE,0.4969740827069108,0
25,260,XGBoost,SERA,MSE,0.4457745783221601,0
26,260,XGBoost,SERA,R2,0.6351121285289922,0
27,260,XGBoost,SERA,RMSE,0.6676635217848584,0
31,260,XGBoost,SERA,SERA,0.0504479445517063,0
32,260,XGBoost,MAE,MAE,0.1110595716414717,0
33,260,XGBoost,MAE,MSE,0.0488979804595751,0
34,260,XGBoost,MAE,R2,0.959974657872413,0
35,260,XGBoost,MAE,RMSE,0.2211288774890678,0
39,260,XGBoost,MAE,SERA,0.0161082502454519,0
40,260,XGBoost,MSE,MAE,0.1446849751546859,0
41,260,XGBoost,MSE,MSE,0.0360527387244014,0
42,260,XGBoost,MSE,R2,0.9704891042836904,0
43,260,XGBoost,MSE,RMSE,0.1898755874892857,0
47,260,XGBoost,MSE,SERA,0.0078818658366799,0
72,260,XGBoost,SERA,MAE,0.5046969432133218,1
73,260,XGBoost,SERA,MSE,0.4615049881213617,1
74,260,XGBoost,SERA,R2,0.6182645290795119,1
75,260,XGBoost,SERA,RMSE,0.6793415842721258,1
79,260,XGBoost,SERA,SERA,0.0545696690678596,1
80,260,XGBoost,MAE,MAE,0.0919029098400144,1
81,260,XGBoost,MAE,MSE,0.0371732439726332,1
82,260,XGBoost,MAE,R2,0.9692520207608164,1
83,260,XGBoost,MAE,RMSE,0.1928036409734868,1
87,260,XGBoost,MAE,SERA,0.0136393159627914,1
88,260,XGBoost,MSE,MAE,0.1431621540566283,1
89,260,XGBoost,MSE,MSE,0.03486097998124,1
90,260,XGBoost,MSE,R2,0.971164618037912,1
91,260,XGBoost,MSE,RMSE,0.1867109530296498,1
95,260,XGBoost,MSE,SERA,0.0082475421950221,1
120,260,XGBoost,SERA,MAE,0.5173095712793756,2
121,260,XGBoost,SERA,MSE,0.4760329709169381,2
122,260,XGBoost,SERA,R2,0.6172892324253166,2
123,260,XGBoost,SERA,RMSE,0.68995142649098,2
127,260,XGBoost,SERA,SERA,0.0545658655464649,2
128,260,XGBoost,MAE,MAE,0.1152815667513698,2
129,260,XGBoost,MAE,MSE,0.0532713893612177,2
130,260,XGBoost,MAE,R2,0.9571720121130878,2
131,260,XGBoost,MAE,RMSE,0.2308059560782991,2
135,260,XGBoost,MAE,SERA,0.0136889666318893,2
136,260,XGBoost,MSE,MAE,0.2277632784169728,2
137,260,XGBoost,MSE,MSE,0.0844645883318628,2
138,260,XGBoost,MSE,R2,0.9320939737197168,2
139,260,XGBoost,MSE,RMSE,0.2906279207713237,2
143,260,XGBoost,MSE,SERA,0.0193952992558479,2
168,260,XGBoost,SERA,MAE,0.384159130672346,3
169,260,XGBoost,SERA,MSE,0.2800109230811855,3
170,260,XGBoost,SERA,R2,0.776893214399643,3
171,260,XGBoost,SERA,RMSE,0.5291605834538184,3
175,260,XGBoost,SERA,SERA,0.0306288991123437,3
176,260,XGBoost,MAE,MAE,0.1014566957198399,3
177,260,XGBoost,MAE,MSE,0.0444373365185037,3
178,260,XGBoost,MAE,R2,0.9645932694260996,3
179,260,XGBoost,MAE,RMSE,0.2108016520772636,3
183,260,XGBoost,MAE,SERA,0.016592513769865,3
184,260,XGBoost,MSE,MAE,0.1419481122716639,3
185,260,XGBoost,MSE,MSE,0.0353485530815594,3
186,260,XGBoost,MSE,R2,0.971835019981118,3
187,260,XGBoost,MSE,RMSE,0.1880121088695073,3
191,260,XGBoost,MSE,SERA,0.0081228334456682,3
216,260,XGBoost,SERA,MAE,0.5033349787529504,4
217,260,XGBoost,SERA,MSE,0.4517993576555816,4
218,260,XGBoost,SERA,R2,0.639087692438605,4
219,260,XGBoost,SERA,RMSE,0.6721602172514985,4
223,260,XGBoost,SERA,SERA,0.0513365939259529,4
224,260,XGBoost,MAE,MAE,0.2467916185750981,4
225,260,XGBoost,MAE,MSE,0.1601321251541366,4
226,260,XGBoost,MAE,R2,0.8720811488002442,4
227,260,XGBoost,MAE,RMSE,0.4001651223609282,4
231,260,XGBoost,MAE,SERA,0.0428128391504287,4
232,260,XGBoost,MSE,MAE,0.2103426020897627,4
233,260,XGBoost,MSE,MSE,0.0727628386245329,4
234,260,XGBoost,MSE,R2,0.9418746318521396,4
235,260,XGBoost,MSE,RMSE,0.2697458778638386,4
239,260,XGBoost,MSE,SERA,0.0173638947308063,4
