,Target ID,Algorithm,Selection Metric,Metric,Value,trial
0,220,DNN,MAE,MAE,0.1469873192136781,0
1,220,DNN,MAE,MSE,0.045896167692841,0
2,220,DNN,MAE,R2,0.9643200014169658,0
3,220,DNN,MAE,RMSE,0.2142339088306074,0
7,220,DNN,MAE,SERA,0.0087203038856387,0
8,220,DNN,MSE,MAE,0.1469873192136781,0
9,220,DNN,MSE,MSE,0.045896167692841,0
10,220,DNN,MSE,R2,0.9643200014169658,0
11,220,DNN,MSE,RMSE,0.2142339088306074,0
15,220,DNN,MSE,SERA,0.0087203038856387,0
40,220,DNN,SERA,MAE,0.336592884162444,0
41,220,DNN,SERA,MSE,0.1680277015648809,0
42,220,DNN,SERA,R2,0.8693741012568118,0
43,220,DNN,SERA,RMSE,0.4099118216944724,0
47,220,DNN,SERA,SERA,0.0200522374361753,0
48,220,DNN,MAE,MAE,0.326428839753254,1
49,220,DNN,MAE,MSE,0.2012012069353835,1
50,220,DNN,MAE,R2,0.8462124581282424,1
51,220,DNN,MAE,RMSE,0.4485545752028213,1
55,220,DNN,MAE,SERA,0.0525595732033252,1
56,220,DNN,MSE,MAE,0.326428839753254,1
57,220,DNN,MSE,MSE,0.2012012069353835,1
58,220,DNN,MSE,R2,0.8462124581282424,1
59,220,DNN,MSE,RMSE,0.4485545752028213,1
63,220,DNN,MSE,SERA,0.0525595732033252,1
88,220,DNN,SERA,MAE,0.1385034756301167,1
89,220,DNN,SERA,MSE,0.0494993169474973,1
90,220,DNN,SERA,R2,0.962165344862313,1
91,220,DNN,SERA,RMSE,0.2224844195612298,1
95,220,DNN,SERA,SERA,0.0111925788223743,1
96,220,DNN,MAE,MAE,0.1727409513982954,2
97,220,DNN,MAE,MSE,0.0639356297258557,2
98,220,DNN,MAE,R2,0.9508550489436838,2
99,220,DNN,MAE,RMSE,0.2528549578826877,2
103,220,DNN,MAE,SERA,0.0094231069087982,2
104,220,DNN,MSE,MAE,0.1727409513982954,2
105,220,DNN,MSE,MSE,0.0639356297258557,2
106,220,DNN,MSE,R2,0.9508550489436838,2
107,220,DNN,MSE,RMSE,0.2528549578826877,2
111,220,DNN,MSE,SERA,0.0094231069087982,2
136,220,DNN,SERA,MAE,0.2463146061790879,2
137,220,DNN,SERA,MSE,0.1145647614102595,2
138,220,DNN,SERA,R2,0.9119383101968752,2
139,220,DNN,SERA,RMSE,0.3384741665330746,2
143,220,DNN,SERA,SERA,0.0183330886065959,2
144,220,DNN,MAE,MAE,0.4191823819007262,3
145,220,DNN,MAE,MSE,0.3187995965173932,3
146,220,DNN,MAE,R2,0.749893187694946,3
147,220,DNN,MAE,RMSE,0.5646234112374311,3
151,220,DNN,MAE,SERA,0.1178599670529365,3
152,220,DNN,MSE,MAE,0.4191823819007262,3
153,220,DNN,MSE,MSE,0.3187995965173932,3
154,220,DNN,MSE,R2,0.749893187694946,3
155,220,DNN,MSE,RMSE,0.5646234112374311,3
159,220,DNN,MSE,SERA,0.1178599670529365,3
184,220,DNN,SERA,MAE,0.2317209110261796,3
185,220,DNN,SERA,MSE,0.0966648772267128,3
186,220,DNN,SERA,R2,0.9241638177427444,3
187,220,DNN,SERA,RMSE,0.3109097573681353,3
191,220,DNN,SERA,SERA,0.0177497789263725,3
192,220,DNN,MAE,MAE,0.134580622404437,4
193,220,DNN,MAE,MSE,0.042543607025168,4
194,220,DNN,MAE,R2,0.9689714695890702,4
195,220,DNN,MAE,RMSE,0.2062610167364838,4
199,220,DNN,MAE,SERA,0.0095854122191667,4
200,220,DNN,MSE,MAE,0.134580622404437,4
201,220,DNN,MSE,MSE,0.042543607025168,4
202,220,DNN,MSE,R2,0.9689714695890702,4
203,220,DNN,MSE,RMSE,0.2062610167364838,4
207,220,DNN,MSE,SERA,0.0095854122191667,4
232,220,DNN,SERA,MAE,0.1686237815765039,4
233,220,DNN,SERA,MSE,0.0602940971554472,4
234,220,DNN,SERA,R2,0.9560254205507164,4
235,220,DNN,SERA,RMSE,0.2455485637413652,4
239,220,DNN,SERA,SERA,0.0118190329521894,4
