,Target ID,Algorithm,Selection Metric,Metric,Value,trial
0,230,MR,MAE,MAE,0.6947215099801205,0
1,230,MR,MAE,MSE,0.7264493218390086,0
2,230,MR,MAE,R2,-0.0079728314990581,0
3,230,MR,MAE,RMSE,0.8523199644728549,0
7,230,MR,MAE,SERA,0.1369765549898147,0
8,230,MR,MSE,MAE,0.6947215099801205,0
9,230,MR,MSE,MSE,0.7264493218390086,0
10,230,MR,MSE,R2,-0.0079728314990581,0
11,230,MR,MSE,RMSE,0.8523199644728549,0
15,230,MR,MSE,SERA,0.1369765549898147,0
40,230,MR,SERA,MAE,0.6947215099801205,0
41,230,MR,SERA,MSE,0.7264493218390086,0
42,230,MR,SERA,R2,-0.0079728314990581,0
43,230,MR,SERA,RMSE,0.8523199644728549,0
47,230,MR,SERA,SERA,0.1369765549898147,0
48,230,MR,MAE,MAE,0.7113174341949371,1
49,230,MR,MAE,MSE,0.7620926043209283,1
50,230,MR,MAE,R2,-0.0135991847304608,1
51,230,MR,MAE,RMSE,0.8729791545741102,1
55,230,MR,MAE,SERA,0.1448431313037872,1
56,230,MR,MSE,MAE,0.7113174341949371,1
57,230,MR,MSE,MSE,0.7620926043209283,1
58,230,MR,MSE,R2,-0.0135991847304608,1
59,230,MR,MSE,RMSE,0.8729791545741102,1
63,230,MR,MSE,SERA,0.1448431313037872,1
88,230,MR,SERA,MAE,0.7113174341949371,1
89,230,MR,SERA,MSE,0.7620926043209283,1
90,230,MR,SERA,R2,-0.0135991847304608,1
91,230,MR,SERA,RMSE,0.8729791545741102,1
95,230,MR,SERA,SERA,0.1448431313037872,1
96,230,MR,MAE,MAE,0.706968189335592,2
97,230,MR,MAE,MSE,0.7643789996621757,2
98,230,MR,MAE,R2,-0.0152331037056818,2
99,230,MR,MAE,RMSE,0.8742877098885559,2
103,230,MR,MAE,SERA,0.1554858684539795,2
104,230,MR,MSE,MAE,0.706968189335592,2
105,230,MR,MSE,MSE,0.7643789996621757,2
106,230,MR,MSE,R2,-0.0152331037056818,2
107,230,MR,MSE,RMSE,0.8742877098885559,2
111,230,MR,MSE,SERA,0.1554858684539795,2
136,230,MR,SERA,MAE,0.706968189335592,2
137,230,MR,SERA,MSE,0.7643789996621757,2
138,230,MR,SERA,R2,-0.0152331037056818,2
139,230,MR,SERA,RMSE,0.8742877098885559,2
143,230,MR,SERA,SERA,0.1554858684539795,2
144,230,MR,MAE,MAE,0.7046264085211981,3
145,230,MR,MAE,MSE,0.7514196760985924,3
146,230,MR,MAE,R2,-0.0132348629035428,3
147,230,MR,MAE,RMSE,0.8668446666494478,3
151,230,MR,MAE,SERA,0.1395048797130584,3
152,230,MR,MSE,MAE,0.7046264085211981,3
153,230,MR,MSE,MSE,0.7514196760985924,3
154,230,MR,MSE,R2,-0.0132348629035428,3
155,230,MR,MSE,RMSE,0.8668446666494478,3
159,230,MR,MSE,SERA,0.1395048797130584,3
184,230,MR,SERA,MAE,0.7046264085211981,3
185,230,MR,SERA,MSE,0.7514196760985924,3
186,230,MR,SERA,R2,-0.0132348629035428,3
187,230,MR,SERA,RMSE,0.8668446666494478,3
191,230,MR,SERA,SERA,0.1395048797130584,3
192,230,MR,MAE,MAE,0.7188050955439258,4
193,230,MR,MAE,MSE,0.7800583182674091,4
194,230,MR,MAE,R2,-0.014393638343698,4
195,230,MR,MAE,RMSE,0.883209102233106,4
199,230,MR,MAE,SERA,0.1613317281007766,4
200,230,MR,MSE,MAE,0.7188050955439258,4
201,230,MR,MSE,MSE,0.7800583182674091,4
202,230,MR,MSE,R2,-0.014393638343698,4
203,230,MR,MSE,RMSE,0.883209102233106,4
207,230,MR,MSE,SERA,0.1613317281007766,4
232,230,MR,SERA,MAE,0.7188050955439258,4
233,230,MR,SERA,MSE,0.7800583182674091,4
234,230,MR,SERA,R2,-0.014393638343698,4
235,230,MR,SERA,RMSE,0.883209102233106,4
239,230,MR,SERA,SERA,0.1613317281007766,4
