,Target ID,Algorithm,Selection Metric,Metric,Value,trial
120,220,GCN,SERA,MAE,0.2678403393384852,0
121,220,GCN,SERA,MSE,0.1230726234862141,0
122,220,GCN,SERA,R2,0.9043224902569944,0
123,220,GCN,SERA,RMSE,0.3508170798097125,0
127,220,GCN,SERA,SERA,0.0239011216908693,0
128,220,GCN,SERA,MAE,0.3425345201894609,1
129,220,GCN,SERA,MSE,0.1646754473722174,1
130,220,GCN,SERA,R2,0.8741308134093921,1
131,220,GCN,SERA,RMSE,0.4058022269187509,1
135,220,GCN,SERA,SERA,0.0311055667698383,1
136,220,GCN,SERA,MAE,1.292370080510474,2
137,220,GCN,SERA,MSE,1.834404139125202,2
138,220,GCN,SERA,R2,-0.4100385344035211,2
139,220,GCN,SERA,RMSE,1.3544017642949238,2
143,220,GCN,SERA,SERA,0.2140408605337143,2
144,220,GCN,SERA,MAE,0.3038023964488263,3
145,220,GCN,SERA,MSE,0.1463254490943491,3
146,220,GCN,SERA,R2,0.8852037705446203,3
147,220,GCN,SERA,RMSE,0.3825250960320762,3
151,220,GCN,SERA,SERA,0.0286445058882236,3
152,220,GCN,SERA,MAE,1.6178979151174298,4
153,220,GCN,SERA,MSE,2.755195579465404,4
154,220,GCN,SERA,R2,-1.0094598414029012,4
155,220,GCN,SERA,RMSE,1.659878182116207,4
159,220,GCN,SERA,SERA,0.3454134464263916,4
160,220,GCN,MSE,MAE,0.3633302018387281,0
161,220,GCN,MSE,MSE,0.2117703284949368,0
162,220,GCN,MSE,R2,0.8353682801754574,0
163,220,GCN,MSE,RMSE,0.4601851024261181,0
167,220,GCN,MSE,SERA,0.0414950773119926,0
168,220,GCN,MSE,MAE,0.2555714532449578,1
169,220,GCN,MSE,MSE,0.1118009864581153,1
170,220,GCN,MSE,R2,0.9145452497620804,1
171,220,GCN,MSE,RMSE,0.3343665450641186,1
175,220,GCN,MSE,SERA,0.0208284072577953,1
176,220,GCN,MSE,MAE,0.7401172893993365,2
177,220,GCN,MSE,MSE,0.6952531352366721,2
178,220,GCN,MSE,R2,0.4655846599233713,2
179,220,GCN,MSE,RMSE,0.8338184066310075,2
183,220,GCN,MSE,SERA,0.0781721100211143,2
184,220,GCN,MSE,MAE,0.2603869354624354,3
185,220,GCN,MSE,MSE,0.1098268321769357,3
186,220,GCN,MSE,R2,0.9138379119628626,3
187,220,GCN,MSE,RMSE,0.3314013158949972,3
191,220,GCN,MSE,SERA,0.0153651684522628,3
192,220,GCN,MSE,MAE,0.2438501357365627,4
193,220,GCN,MSE,MSE,0.1021423648297626,4
194,220,GCN,MSE,R2,0.9255040252818796,4
195,220,GCN,MSE,RMSE,0.3195971915235844,4
199,220,GCN,MSE,SERA,0.0201438926160335,4
200,220,GCN,MAE,MAE,0.2723377301833043,0
201,220,GCN,MAE,MSE,0.1512896291133161,0
202,220,GCN,MAE,R2,0.882386394687309,0
203,220,GCN,MAE,RMSE,0.3889596754334775,0
207,220,GCN,MAE,SERA,0.0428032875061035,0
208,220,GCN,MAE,MAE,0.4055396600737592,1
209,220,GCN,MAE,MSE,0.2711715234559591,1
210,220,GCN,MAE,R2,0.7927308555792879,1
211,220,GCN,MAE,RMSE,0.5207413210567787,1
215,220,GCN,MAE,SERA,0.0733007118105888,1
216,220,GCN,MAE,MAE,0.258372775458003,2
217,220,GCN,MAE,MSE,0.1297533253975578,2
218,220,GCN,MAE,R2,0.9002634234870376,2
219,220,GCN,MAE,RMSE,0.3602128889942139,2
223,220,GCN,MAE,SERA,0.0291666500270366,2
224,220,GCN,MAE,MAE,0.327024883372817,3
225,220,GCN,MAE,MSE,0.1912519473529078,3
226,220,GCN,MAE,R2,0.8499577307433634,3
227,220,GCN,MAE,RMSE,0.4373236185628531,3
231,220,GCN,MAE,SERA,0.0489025376737117,3
232,220,GCN,MAE,MAE,0.4006384014062902,4
233,220,GCN,MAE,MSE,0.2409620023935866,4
234,220,GCN,MAE,R2,0.8242580415260782,4
235,220,GCN,MAE,RMSE,0.49087880621757,4
239,220,GCN,MAE,SERA,0.0586529187858104,4
