,Target ID,Algorithm,Selection Metric,Metric,Value,trial
0,4822,kNN,MAE,MAE,0.3483105335123524,0
1,4822,kNN,MAE,MSE,0.2154672075044114,0
2,4822,kNN,MAE,R2,0.8441533265021554,0
3,4822,kNN,MAE,RMSE,0.4641844541821833,0
7,4822,kNN,MAE,SERA,0.0401574559509754,0
8,4822,kNN,MSE,MAE,0.3483105335123524,0
9,4822,kNN,MSE,MSE,0.2154672075044114,0
10,4822,kNN,MSE,R2,0.8441533265021554,0
11,4822,kNN,MSE,RMSE,0.4641844541821833,0
15,4822,kNN,MSE,SERA,0.0401574559509754,0
40,4822,kNN,SERA,MAE,0.3483105335123524,0
41,4822,kNN,SERA,MSE,0.2154672075044114,0
42,4822,kNN,SERA,R2,0.8441533265021554,0
43,4822,kNN,SERA,RMSE,0.4641844541821833,0
47,4822,kNN,SERA,SERA,0.0401574559509754,0
48,4822,kNN,MAE,MAE,0.3049436244501271,1
49,4822,kNN,MAE,MSE,0.169392747261729,1
50,4822,kNN,MAE,R2,0.8776319397772199,1
51,4822,kNN,MAE,RMSE,0.4115735016515628,1
55,4822,kNN,MAE,SERA,0.0326425172388553,1
56,4822,kNN,MSE,MAE,0.3572056225397198,1
57,4822,kNN,MSE,MSE,0.2286817729661836,1
58,4822,kNN,MSE,R2,0.8348019887596427,1
59,4822,kNN,MSE,RMSE,0.478206830739779,1
63,4822,kNN,MSE,SERA,0.0442723743617534,1
88,4822,kNN,SERA,MAE,0.3572056225397198,1
89,4822,kNN,SERA,MSE,0.2286817729661836,1
90,4822,kNN,SERA,R2,0.8348019887596427,1
91,4822,kNN,SERA,RMSE,0.478206830739779,1
95,4822,kNN,SERA,SERA,0.0442723743617534,1
96,4822,kNN,MAE,MAE,0.3518118742169703,2
97,4822,kNN,MAE,MSE,0.2139519018997467,2
98,4822,kNN,MAE,R2,0.847530440536569,2
99,4822,kNN,MAE,RMSE,0.46254935077216,2
103,4822,kNN,MAE,SERA,0.0487887598574161,2
104,4822,kNN,MSE,MAE,0.3518118742169703,2
105,4822,kNN,MSE,MSE,0.2139519018997467,2
106,4822,kNN,MSE,R2,0.847530440536569,2
107,4822,kNN,MSE,RMSE,0.46254935077216,2
111,4822,kNN,MSE,SERA,0.0487887598574161,2
136,4822,kNN,SERA,MAE,0.3518118742169703,2
137,4822,kNN,SERA,MSE,0.2139519018997467,2
138,4822,kNN,SERA,R2,0.847530440536569,2
139,4822,kNN,SERA,RMSE,0.46254935077216,2
143,4822,kNN,SERA,SERA,0.0487887598574161,2
144,4822,kNN,MAE,MAE,0.3140710991366843,3
145,4822,kNN,MAE,MSE,0.174504823971872,3
146,4822,kNN,MAE,R2,0.8732538418902095,3
147,4822,kNN,MAE,RMSE,0.4177377454478731,3
151,4822,kNN,MAE,SERA,0.0328499227762222,3
152,4822,kNN,MSE,MAE,0.3140710991366843,3
153,4822,kNN,MSE,MSE,0.174504823971872,3
154,4822,kNN,MSE,R2,0.8732538418902095,3
155,4822,kNN,MSE,RMSE,0.4177377454478731,3
159,4822,kNN,MSE,SERA,0.0328499227762222,3
184,4822,kNN,SERA,MAE,0.3513910162895778,3
185,4822,kNN,SERA,MSE,0.2233949946709467,3
186,4822,kNN,SERA,R2,0.8377439851172048,3
187,4822,kNN,SERA,RMSE,0.4726467969540751,3
191,4822,kNN,SERA,SERA,0.0443250238895416,3
192,4822,kNN,MAE,MAE,0.2988978730654444,4
193,4822,kNN,MAE,MSE,0.1661170524141567,4
194,4822,kNN,MAE,R2,0.8829410768836113,4
195,4822,kNN,MAE,RMSE,0.4075745973612152,4
199,4822,kNN,MAE,SERA,0.0332716442644596,4
200,4822,kNN,MSE,MAE,0.2988978730654444,4
201,4822,kNN,MSE,MSE,0.1661170524141567,4
202,4822,kNN,MSE,R2,0.8829410768836113,4
203,4822,kNN,MSE,RMSE,0.4075745973612152,4
207,4822,kNN,MSE,SERA,0.0332716442644596,4
232,4822,kNN,SERA,MAE,0.2988978730654444,4
233,4822,kNN,SERA,MSE,0.1661170524141567,4
234,4822,kNN,SERA,R2,0.8829410768836113,4
235,4822,kNN,SERA,RMSE,0.4075745973612152,4
239,4822,kNN,SERA,SERA,0.0332716442644596,4
