,Target ID,Algorithm,Selection Metric,Metric,Value,trial
0,4822,DNN,MAE,MAE,0.2350217589472654,0
1,4822,DNN,MAE,MSE,0.0990786066154481,0
2,4822,DNN,MAE,R2,0.9283367922448106,0
3,4822,DNN,MAE,RMSE,0.3147675437770676,0
7,4822,DNN,MAE,SERA,0.0225259624421596,0
8,4822,DNN,MSE,MAE,0.2350217589472654,0
9,4822,DNN,MSE,MSE,0.0990786066154481,0
10,4822,DNN,MSE,R2,0.9283367922448106,0
11,4822,DNN,MSE,RMSE,0.3147675437770676,0
15,4822,DNN,MSE,SERA,0.0225259624421596,0
40,4822,DNN,SERA,MAE,0.234480155163891,0
41,4822,DNN,SERA,MSE,0.0998738700838258,0
42,4822,DNN,SERA,R2,0.9277615809746758,0
43,4822,DNN,SERA,RMSE,0.3160282741841714,0
47,4822,DNN,SERA,SERA,0.0206033363938331,0
48,4822,DNN,MAE,MAE,0.1242288296975696,1
49,4822,DNN,MAE,MSE,0.0304288526672465,1
50,4822,DNN,MAE,R2,0.9780184232448718,1
51,4822,DNN,MAE,RMSE,0.1744386788165013,1
55,4822,DNN,MAE,SERA,0.0066248401999473,1
56,4822,DNN,MSE,MAE,0.1242288296975696,1
57,4822,DNN,MSE,MSE,0.0304288526672465,1
58,4822,DNN,MSE,R2,0.9780184232448718,1
59,4822,DNN,MSE,RMSE,0.1744386788165013,1
63,4822,DNN,MSE,SERA,0.0066248401999473,1
88,4822,DNN,SERA,MAE,0.1304955202707082,1
89,4822,DNN,SERA,MSE,0.0369279127190309,1
90,4822,DNN,SERA,R2,0.9733235506209604,1
91,4822,DNN,SERA,RMSE,0.192166367294152,1
95,4822,DNN,SERA,SERA,0.0055667762644588,1
96,4822,DNN,MAE,MAE,0.2378845801937897,2
97,4822,DNN,MAE,MSE,0.0825972805766784,2
98,4822,DNN,MAE,R2,0.9411383078599384,2
99,4822,DNN,MAE,RMSE,0.287397426183114,2
103,4822,DNN,MAE,SERA,0.0101302852854132,2
104,4822,DNN,MSE,MAE,0.2378845801937897,2
105,4822,DNN,MSE,MSE,0.0825972805766784,2
106,4822,DNN,MSE,R2,0.9411383078599384,2
107,4822,DNN,MSE,RMSE,0.287397426183114,2
111,4822,DNN,MSE,SERA,0.0101302852854132,2
136,4822,DNN,SERA,MAE,0.1149170177179282,2
137,4822,DNN,SERA,MSE,0.0204525519728004,2
138,4822,DNN,SERA,R2,0.9854248008009904,2
139,4822,DNN,SERA,RMSE,0.1430124189460496,2
143,4822,DNN,SERA,SERA,0.0038028266280889,2
144,4822,DNN,MAE,MAE,0.2478139550514514,3
145,4822,DNN,MAE,MSE,0.1081323883228466,3
146,4822,DNN,MAE,R2,0.9214613987441064,3
147,4822,DNN,MAE,RMSE,0.3288348952329218,3
151,4822,DNN,MAE,SERA,0.0243515111505985,3
152,4822,DNN,MSE,MAE,0.2478139550514514,3
153,4822,DNN,MSE,MSE,0.1081323883228466,3
154,4822,DNN,MSE,R2,0.9214613987441064,3
155,4822,DNN,MSE,RMSE,0.3288348952329218,3
159,4822,DNN,MSE,SERA,0.0243515111505985,3
184,4822,DNN,SERA,MAE,0.3420539081420594,3
185,4822,DNN,SERA,MSE,0.1925465294033319,3
186,4822,DNN,SERA,R2,0.860149809593918,3
187,4822,DNN,SERA,RMSE,0.438801241342059,3
191,4822,DNN,SERA,SERA,0.0500511117279529,3
192,4822,DNN,MAE,MAE,0.3608298085035145,4
193,4822,DNN,MAE,MSE,0.1971879168900686,4
194,4822,DNN,MAE,R2,0.8610461426610996,4
195,4822,DNN,MAE,RMSE,0.4440584611175296,4
199,4822,DNN,MAE,SERA,0.0290701445192098,4
200,4822,DNN,MSE,MAE,0.3608298085035145,4
201,4822,DNN,MSE,MSE,0.1971879168900686,4
202,4822,DNN,MSE,R2,0.8610461426610996,4
203,4822,DNN,MSE,RMSE,0.4440584611175296,4
207,4822,DNN,MSE,SERA,0.0290701445192098,4
232,4822,DNN,SERA,MAE,0.443958318881345,4
233,4822,DNN,SERA,MSE,0.3170309794565806,4
234,4822,DNN,SERA,R2,0.7765954517589395,4
235,4822,DNN,SERA,RMSE,0.5630550412318325,4
239,4822,DNN,SERA,SERA,0.0653555691242218,4
